TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Potential_Fraud,Cluster
119.95,62.0,47.0,5.0,2596.61,Credit,Philadelphia,Branch,Retired,False,2
391.66,50.0,103.0,1.0,2406.31,Debit,Fresno,Branch,Engineer,True,0
185.99,41.0,53.00000000000001,1.0,402.45,Credit,Fresno,Branch,Engineer,True,0
322.48,27.0,57.0,1.0,1238.43,Debit,Jacksonville,ATM,Student,False,1
20.27,18.0,22.0,1.0,796.3499999999999,Debit,Miami,Branch,Student,False,1
280.61,47.0,129.0,3.0,7888.76,Debit,Mesa,ATM,Engineer,False,0
199.02,61.0,269.0,1.0,4658.89,Debit,Houston,ATM,Retired,False,2
104.23,63.0,107.99999999999999,1.0,5009.29,Credit,Louisville,Online,Retired,False,2
353.59,52.0,109.0,5.0,1822.34,Credit,New York,Branch,Retired,False,2
55.86,39.0,68.00000000000001,1.0,5346.46,Debit,Seattle,Online,Engineer,False,0
10.77,31.0,178.0,1.0,10704.95,Debit,Indianapolis,ATM,Doctor,False,0
95.55,33.0,51.00000000000001,1.0,2434.74,Debit,Louisville,Branch,Engineer,False,0
477.07,27.0,278.0,1.0,6568.07,Debit,Columbus,Online,Engineer,False,0
9.1,52.0,63.0,1.0,2791.45,Credit,San Francisco,Online,Retired,False,2
21.41,57.0,99.0,1.0,658.91,Debit,Louisville,Online,Doctor,False,0
278.28,28.0,26.0,1.0,1346.88,Debit,Jacksonville,Branch,Student,False,1
388.1,73.0,40.0,1.0,3022.12,Credit,Los Angeles,Online,Retired,False,2
215.39,27.0,215.99999999999997,1.0,1582.55,Debit,Detroit,ATM,Student,False,1
194.37,66.0,161.0,1.0,14395.88,Debit,Milwaukee,ATM,Doctor,False,0
37.7,20.0,109.0,1.0,1741.1,Debit,Miami,ATM,Student,False,1
19.59,64.0,122.0,1.0,1061.69,Debit,Charlotte,Branch,Retired,False,2
81.35,41.0,103.0,1.0,7192.45,Debit,Houston,Online,Engineer,False,0
314.54,58.0,228.0,1.0,9923.45,Credit,Virginia Beach,Branch,Engineer,False,0
466.64,58.0,11.0,1.0,10915.11,Debit,Las Vegas,ATM,Doctor,False,0
397.01,22.0,100.00000000000001,1.0,719.52,Debit,Los Angeles,ATM,Student,False,1
472.48,55.0,87.0,1.0,7128.82,Debit,New York,Branch,Engineer,False,0
67.15,59.0,14.0,1.0,9028.49,Debit,Indianapolis,Online,Doctor,False,0
102.67,79.0,119.0,1.0,4656.94,Debit,Albuquerque,Branch,Retired,False,2
460.09,35.0,146.0,3.0,6990.64,Credit,Fresno,Online,Doctor,True,0
453.49,66.0,147.0,1.0,6366.43,Debit,Seattle,Branch,Doctor,False,0
267.17,26.0,170.0,1.0,1382.62,Debit,Seattle,ATM,Student,False,1
111.26,66.0,43.0,1.0,14350.11,Debit,Boston,ATM,Doctor,False,0
121.17000000000002,68.0,158.0,1.0,12990.77,Debit,Phoenix,ATM,Doctor,False,0
213.28,51.0,94.0,1.0,4835.91,Debit,Mesa,Branch,Retired,False,2
187.88,60.0,180.0,1.0,2154.58,Debit,Nashville,ATM,Engineer,False,0
471.88,34.0,141.0,1.0,14833.34,Credit,San Jose,Online,Doctor,False,0
83.79,57.0,47.0,1.0,5061.3,Debit,Nashville,ATM,Engineer,False,0
212.14,72.0,105.0,1.0,7225.06,Debit,Austin,Branch,Retired,False,2
99.16,79.0,202.0,1.0,2607.58,Debit,San Francisco,Online,Retired,False,2
839.33,60.0,86.0,1.0,11538.97,Credit,Louisville,Branch,Doctor,False,0
29.91,76.0,43.0,3.0,2834.84,Credit,Philadelphia,Online,Retired,False,2
4.24,38.0,37.99999999999999,1.0,7822.729999999999,Debit,San Diego,Online,Engineer,False,0
50.29,58.0,64.0,1.0,7604.9,Credit,Raleigh,Online,Doctor,False,0
135.85,57.0,269.0,1.0,1480.39,Debit,Fresno,Online,Retired,True,2
368.53,68.0,34.0,1.0,13696.31,Debit,Raleigh,Branch,Doctor,False,0
17.95,64.0,135.0,1.0,12344.9,Credit,Sacramento,Branch,Doctor,False,0
127.8,31.0,47.0,1.0,8630.99,Credit,Virginia Beach,Branch,Engineer,False,0
16.73,45.0,48.0,1.0,2202.62,Debit,Houston,Online,Engineer,False,0
317.12,44.0,80.0,1.0,14409.74,Debit,Fort Worth,Branch,Doctor,False,0
476.63,79.0,115.0,1.0,4894.25,Debit,Charlotte,ATM,Retired,False,2
156.58,24.0,160.0,1.0,8981.61,Debit,Portland,Branch,Student,False,1
55.12,34.0,261.0,1.0,3791.99,Credit,Houston,Online,Engineer,False,0
15.74,27.0,37.99999999999999,1.0,690.16,Debit,Denver,Branch,Student,False,1
353.68,70.0,145.0,1.0,6777.12,Debit,Las Vegas,Online,Retired,False,2
297.15,76.0,178.0,1.0,5449.37,Debit,Phoenix,Online,Retired,False,2
647.85,36.0,121.0,1.0,13779.97,Debit,Omaha,Branch,Doctor,False,0
75.04,49.0,178.0,1.0,9648.6,Debit,El Paso,ATM,Engineer,False,0
273.92,28.0,35.0,1.0,1029.15,Debit,Virginia Beach,Online,Student,False,1
215.8,51.0,66.0,1.0,3656.62,Credit,Jacksonville,Branch,Retired,False,2
963.77,41.0,247.99999999999997,1.0,6710.51,Debit,Louisville,ATM,Engineer,False,0
420.6,26.0,55.0,1.0,1778.75,Debit,Louisville,Branch,Student,False,1
688.36,23.0,22.0,1.0,5191.13,Credit,Memphis,Branch,Student,False,1
285.18,55.0,150.0,1.0,14847.97,Credit,Sacramento,Branch,Doctor,False,0
213.55,63.0,15.0,1.0,5238.37,Debit,Boston,ATM,Doctor,False,0
463.11,51.0,159.0,1.0,10238.82,Credit,Las Vegas,Branch,Doctor,False,0
150.03,73.0,176.0,1.0,7491.42,Debit,Columbus,ATM,Retired,False,2
428.61,51.0,131.0,1.0,2116.36,Debit,Fresno,Branch,Retired,True,2
309.56,58.0,147.0,1.0,972.04,Debit,Charlotte,Online,Doctor,False,0
377.08,26.0,71.0,1.0,6430.86,Credit,Mesa,Branch,Student,False,1
77.25,68.0,157.0,1.0,14077.97,Debit,Virginia Beach,Branch,Doctor,False,0
146.92,64.0,272.0,1.0,3990.6,Debit,Portland,ATM,Retired,False,2
126.6,22.0,146.0,1.0,961.6499999999999,Debit,San Antonio,Branch,Student,False,1
101.34,24.0,45.99999999999999,1.0,703.2599999999999,Debit,Boston,ATM,Student,False,1
184.97,58.0,268.0,1.0,1156.67,Debit,Denver,Branch,Doctor,False,0
451.15,46.0,175.0,1.0,1356.47,Debit,Colorado Springs,ATM,Engineer,False,0
516.47,25.0,94.0,1.0,1305.06,Credit,Charlotte,ATM,Student,False,1
880.04,25.0,29.000000000000004,1.0,261.97,Debit,Sacramento,ATM,Student,False,1
353.69,59.0,163.0,1.0,9500.79,Debit,San Jose,Online,Engineer,False,0
66.69,25.0,140.0,1.0,1210.33,Credit,San Antonio,Branch,Student,False,1
95.75,31.0,169.0,1.0,337.62,Debit,Los Angeles,Branch,Engineer,False,0
43.91,27.0,86.0,1.0,1806.68,Debit,Albuquerque,Online,Student,False,1
98.03,54.0,165.0,1.0,6323.45,Debit,El Paso,Branch,Engineer,False,0
617.66,42.0,128.0,1.0,7155.95,Debit,Boston,ATM,Engineer,False,0
888.57,62.0,102.0,1.0,7896.14,Debit,San Antonio,Online,Retired,False,2
107.48,22.0,129.0,1.0,591.2299999999999,Debit,Omaha,Branch,Student,False,1
36.57,62.0,69.00000000000001,1.0,2583.07,Debit,Omaha,ATM,Retired,False,2
575.62,43.0,129.0,1.0,234.40999999999997,Debit,Oklahoma City,Online,Doctor,True,0
84.89,37.0,70.0,1.0,4735.61,Debit,San Jose,ATM,Engineer,False,0
832.3,69.0,86.0,1.0,6617.52,Credit,Austin,Branch,Retired,False,2
180.65,22.0,37.99999999999999,5.0,816.0099999999999,Debit,Charlotte,Branch,Student,False,1
7.759999999999999,52.0,84.00000000000001,1.0,7393.11,Credit,Las Vegas,Online,Retired,False,2
109.3,56.0,26.999999999999996,1.0,13510.11,Debit,Fort Worth,Branch,Doctor,False,0
230.08,79.0,123.99999999999999,1.0,4466.1,Debit,Austin,Online,Retired,False,2
361.92,54.0,111.0,1.0,7474.31,Debit,Detroit,ATM,Retired,False,2
71.29,68.0,55.0,2.0,7225.63,Debit,Chicago,ATM,Retired,False,2
122.44999999999999,46.0,98.0,1.0,7255.49,Debit,New York,Branch,Doctor,False,0
642.53,65.0,128.0,1.0,11417.91,Debit,Mesa,ATM,Doctor,False,0
62.86000000000001,25.0,30.999999999999996,1.0,1040.43,Debit,Houston,Branch,Student,False,1
175.21,69.0,69.00000000000001,1.0,6039.04,Credit,Mesa,ATM,Doctor,False,0
168.0,32.0,11.0,1.0,3498.58,Credit,Tucson,Branch,Engineer,False,0
11.46,67.0,73.0,1.0,6628.75,Debit,Chicago,Online,Retired,False,2
382.07,62.0,147.0,1.0,10156.09,Credit,Omaha,Branch,Doctor,False,0
13.48,18.0,20.0,3.0,521.88,Debit,Las Vegas,Online,Student,False,1
65.32,28.0,53.99999999999999,1.0,9165.02,Debit,Mesa,ATM,Student,False,1
83.07,27.0,291.0,4.0,6704.76,Debit,Miami,Branch,Engineer,False,0
730.1,77.0,93.0,1.0,6384.05,Credit,Chicago,Branch,Retired,False,2
85.31,62.0,26.999999999999996,1.0,6095.65,Debit,Kansas City,ATM,Retired,False,2
726.61,18.0,277.0,1.0,1008.76,Debit,Phoenix,ATM,Student,False,1
130.4,45.0,63.0,1.0,4381.24,Debit,Raleigh,Branch,Engineer,False,0
68.1,20.0,47.0,1.0,1382.8,Debit,Milwaukee,ATM,Student,False,1
65.26,26.0,72.0,1.0,7380.63,Debit,Sacramento,Branch,Student,False,1
191.62,63.0,51.00000000000001,1.0,1981.6700000000003,Debit,Jacksonville,Branch,Doctor,False,0
212.88,39.0,122.0,1.0,7036.72,Debit,Fresno,Online,Doctor,True,0
88.38,30.0,138.0,1.0,3707.82,Debit,Virginia Beach,ATM,Engineer,False,0
48.77,42.0,51.00000000000001,1.0,2040.1600000000003,Credit,Austin,Online,Engineer,False,0
289.1,27.0,206.0,1.0,267.53,Debit,Baltimore,ATM,Student,False,1
390.09,26.0,49.0,1.0,2617.23,Debit,El Paso,Online,Engineer,False,0
48.29,37.0,242.0,1.0,8883.4,Debit,San Diego,Online,Engineer,False,0
333.83,63.0,135.0,1.0,1660.66,Debit,Fresno,ATM,Retired,True,2
1074.29,67.0,79.0,1.0,2011.6,Debit,Portland,Branch,Retired,False,2
100.27,79.0,51.00000000000001,1.0,4309.9,Debit,Miami,Online,Retired,False,2
44.54,31.0,164.0,1.0,362.4,Debit,San Antonio,ATM,Engineer,False,0
1156.18,52.0,40.0,1.0,836.69,Credit,Phoenix,Online,Doctor,False,0
82.17,28.0,21.000000000000004,1.0,1913.06,Debit,Fort Worth,Branch,Student,False,1
1045.45,19.0,150.0,1.0,563.46,Debit,Baltimore,Online,Student,False,1
447.42,32.0,65.0,1.0,6133.22,Debit,Charlotte,Online,Engineer,False,0
590.26,25.0,48.0,1.0,1068.28,Credit,Austin,Branch,Student,False,1
192.73,71.0,157.0,1.0,2037.7499999999998,Debit,Milwaukee,Branch,Retired,False,2
146.01,26.0,269.0,1.0,221.79,Debit,San Francisco,Online,Student,False,1
136.05,24.0,63.0,3.0,1127.54,Debit,Atlanta,Online,Student,False,1
11.57,56.0,64.0,1.0,2061.61,Credit,New York,Branch,Retired,False,2
102.34,51.0,78.0,1.0,9326.28,Debit,San Antonio,Online,Doctor,False,0
7.820000000000001,36.0,273.0,1.0,2240.49,Debit,Boston,ATM,Engineer,False,0
79.43,74.0,72.0,1.0,6579.37,Debit,Dallas,ATM,Retired,False,2
386.97,58.0,137.0,1.0,1876.35,Debit,Raleigh,Branch,Retired,False,2
51.22,23.0,82.0,1.0,1664.59,Debit,Fresno,Branch,Student,True,1
256.05,54.0,35.0,1.0,6910.18,Debit,Nashville,ATM,Retired,False,2
7.79,34.0,298.0,1.0,1319.85,Debit,Los Angeles,Branch,Doctor,False,0
233.71,63.0,11.0,1.0,6095.5,Debit,Louisville,Branch,Doctor,False,0
176.37,55.0,126.0,1.0,2420.86,Debit,Boston,Branch,Retired,False,2
122.62999999999998,21.0,153.0,1.0,359.06,Debit,Milwaukee,Branch,Student,False,1
86.41,75.0,125.0,1.0,3128.71,Debit,Fresno,ATM,Retired,True,2
21.57,54.0,71.0,1.0,7587.48,Debit,San Francisco,ATM,Retired,False,2
82.67,26.0,45.99999999999999,1.0,290.59,Debit,Milwaukee,Branch,Student,False,1
451.35,47.0,223.0,1.0,7707.959999999999,Credit,Baltimore,Branch,Engineer,False,0
299.42,63.0,53.00000000000001,1.0,4735.41,Credit,San Jose,Branch,Retired,False,2
543.47,18.0,122.0,1.0,6165.03,Debit,Los Angeles,ATM,Student,False,1
346.76,21.0,116.00000000000001,1.0,1637.75,Credit,San Jose,Branch,Student,False,1
47.48,24.0,66.0,1.0,585.5199999999999,Debit,El Paso,Branch,Student,False,1
64.92,58.0,236.0,1.0,5481.76,Debit,Atlanta,Branch,Engineer,False,0
350.72,28.0,48.0,1.0,1982.8999999999999,Credit,Fresno,ATM,Student,True,1
3.8000000000000003,65.0,174.0,1.0,5766.96,Debit,Charlotte,Online,Doctor,False,0
22.54,26.0,42.00000000000001,1.0,7139.11,Debit,El Paso,Online,Engineer,False,0
767.14,62.0,37.99999999999999,1.0,4732.57,Credit,Mesa,Branch,Retired,False,2
167.47,35.0,103.0,1.0,2293.13,Debit,Sacramento,ATM,Engineer,False,0
43.65,30.0,212.0,1.0,2870.67,Credit,Charlotte,Branch,Engineer,False,0
391.08,56.0,105.0,1.0,6885.16,Debit,Fresno,Online,Retired,True,2
390.77,44.0,34.0,1.0,5500.56,Debit,Portland,Online,Doctor,False,0
508.15999999999997,39.0,131.0,1.0,5609.44,Debit,Mesa,ATM,Engineer,False,0
36.76,65.0,107.99999999999999,1.0,1228.93,Credit,Philadelphia,Online,Retired,False,2
332.33,27.0,101.0,1.0,192.63,Debit,Kansas City,ATM,Student,False,1
362.09,32.0,30.999999999999996,1.0,6590.28,Debit,New York,Branch,Engineer,False,0
42.58,30.0,80.0,1.0,13485.0,Debit,San Jose,Online,Doctor,False,0
122.35,53.0,188.0,1.0,6472.5,Credit,Atlanta,Branch,Retired,False,2
248.65999999999997,28.0,113.0,1.0,2571.39,Debit,Chicago,Online,Engineer,False,0
461.25,54.0,171.0,1.0,676.0999999999999,Credit,Sacramento,Online,Doctor,False,0
61.77000000000001,56.0,49.0,1.0,12352.2,Debit,Charlotte,Branch,Doctor,False,0
268.92,29.0,148.0,1.0,8765.38,Debit,Chicago,Branch,Engineer,False,0
303.97,24.0,77.0,5.0,1590.88,Debit,Fort Worth,Online,Student,False,1
219.02,54.0,68.00000000000001,1.0,7375.73,Credit,San Diego,Online,Engineer,False,0
125.14,20.0,30.999999999999996,1.0,1845.18,Debit,Baltimore,Branch,Student,False,1
47.6,53.0,115.0,1.0,1382.51,Debit,Austin,Online,Engineer,False,0
592.82,74.0,247.99999999999997,1.0,7508.98,Debit,Memphis,Online,Retired,False,2
372.5,22.0,211.0,1.0,3901.82,Debit,Nashville,ATM,Student,False,1
4.72,32.0,20.0,1.0,4792.01,Debit,Fort Worth,Branch,Engineer,False,0
144.93,42.0,74.0,1.0,6887.52,Debit,Fresno,Branch,Engineer,True,0
316.56,28.0,261.0,1.0,8643.51,Debit,Denver,Online,Engineer,False,0
9.18,22.0,140.0,1.0,887.3199999999999,Debit,San Francisco,Online,Student,False,1
421.25,25.0,66.0,1.0,7174.69,Debit,Fort Worth,Online,Student,False,1
185.71,48.0,194.0,1.0,2679.91,Debit,Virginia Beach,Branch,Engineer,False,0
1432.02,60.0,138.0,1.0,4315.07,Debit,Louisville,Branch,Retired,False,2
26.27,45.0,177.0,1.0,8853.93,Credit,Portland,Online,Engineer,False,0
297.03,61.0,151.0,1.0,1088.62,Debit,Austin,Online,Retired,False,2
341.67,53.0,96.0,5.0,1442.29,Debit,Omaha,Branch,Retired,False,2
99.52,52.0,127.0,1.0,3798.0900000000006,Debit,San Diego,ATM,Engineer,False,0
881.1,28.0,16.0,1.0,9951.68,Debit,Phoenix,Branch,Student,False,1
139.69,52.0,180.0,1.0,9567.94,Debit,Indianapolis,Online,Engineer,False,0
42.72,37.0,143.0,1.0,2669.66,Debit,Nashville,ATM,Engineer,False,0
112.72,31.0,17.0,1.0,9630.0,Debit,Washington,Branch,Doctor,False,0
568.88,19.0,105.0,1.0,1307.86,Debit,Nashville,Branch,Student,False,1
189.03,28.0,50.00000000000001,1.0,1916.46,Debit,Oklahoma City,ATM,Student,True,1
199.8,20.0,163.0,1.0,167.28,Debit,Detroit,ATM,Student,False,1
189.08,68.0,238.0,1.0,10790.8,Debit,Miami,Branch,Doctor,False,0
958.9,31.0,135.0,1.0,9977.49,Debit,Memphis,Branch,Engineer,False,0
409.59,35.0,50.00000000000001,1.0,14563.02,Debit,Albuquerque,Online,Doctor,False,0
349.34,28.0,245.0,1.0,614.1399999999999,Credit,Indianapolis,ATM,Student,False,1
283.15,24.0,180.0,1.0,603.79,Debit,Baltimore,Online,Student,False,1
151.82,51.0,105.0,1.0,2197.12,Debit,Chicago,ATM,Retired,False,2
438.59,37.0,103.0,1.0,8994.39,Debit,San Jose,Online,Engineer,False,0
590.57,79.0,93.0,1.0,3224.6,Debit,Milwaukee,ATM,Retired,False,2
63.74,63.0,30.999999999999996,1.0,4336.4,Debit,Chicago,Online,Retired,False,2
77.02,59.0,132.0,1.0,800.8299999999999,Credit,Miami,Online,Doctor,False,0
501.15,47.0,208.0,1.0,8821.84,Debit,Phoenix,Branch,Engineer,False,0
917.81,64.0,75.0,2.0,3173.17,Debit,Kansas City,ATM,Retired,False,2
8.95,76.0,102.0,1.0,3299.84,Debit,Oklahoma City,Online,Retired,True,2
173.6,21.0,160.0,1.0,421.44,Debit,Austin,Online,Student,False,1
149.4,53.0,123.0,1.0,1035.22,Debit,Chicago,ATM,Retired,False,2
388.21,53.0,237.0,1.0,9724.49,Credit,Columbus,Branch,Doctor,False,0
484.3,61.0,230.0,3.0,7910.300000000001,Credit,Boston,Online,Retired,False,2
126.04,65.0,167.0,1.0,6041.69,Credit,Charlotte,Branch,Retired,False,2
52.04,50.0,30.999999999999996,1.0,8436.12,Credit,Colorado Springs,Branch,Doctor,False,0
389.7,62.0,215.99999999999997,1.0,7125.15,Credit,Austin,Branch,Doctor,False,0
161.1,19.0,104.0,1.0,239.11999999999998,Credit,Miami,ATM,Student,False,1
309.77,67.0,137.0,1.0,4378.14,Credit,San Antonio,Online,Retired,False,2
838.57,41.0,273.0,1.0,14576.47,Debit,Phoenix,ATM,Doctor,False,0
202.55,21.0,34.0,2.0,701.7299999999999,Debit,Dallas,ATM,Student,False,1
724.18,41.0,134.0,1.0,10922.78,Debit,Fort Worth,Branch,Doctor,False,0
124.98,24.0,78.0,1.0,641.9999999999999,Debit,Washington,ATM,Student,False,1
487.32,52.0,164.0,1.0,7707.959999999999,Debit,Kansas City,Branch,Doctor,False,0
635.91,46.0,78.0,1.0,13267.09,Credit,Jacksonville,Branch,Doctor,False,0
205.65,62.0,144.0,1.0,3582.16,Debit,Houston,Branch,Retired,False,2
39.41,25.0,132.0,1.0,921.91,Debit,Louisville,Branch,Student,False,1
254.00000000000003,35.0,63.0,1.0,5788.53,Debit,Nashville,Branch,Doctor,False,0
436.8,36.0,213.0,1.0,4515.43,Debit,Houston,Branch,Engineer,False,0
224.73,76.0,63.0,1.0,7551.890000000001,Debit,Miami,Branch,Retired,False,2
752.69,65.0,115.0,1.0,14489.69,Credit,Dallas,ATM,Doctor,False,0
78.5,31.0,41.0,1.0,13991.5,Credit,San Jose,Branch,Doctor,False,0
50.0,53.0,87.0,1.0,185.87,Credit,Jacksonville,ATM,Doctor,False,0
132.42,18.0,164.0,1.0,726.3899999999999,Debit,Denver,ATM,Student,False,1
11.67,76.0,105.0,1.0,7458.629999999999,Debit,Fort Worth,Branch,Retired,False,2
83.16,61.0,177.0,1.0,3065.87,Debit,Los Angeles,ATM,Retired,False,2
149.02,46.0,176.0,1.0,9379.72,Credit,Fort Worth,Branch,Engineer,False,0
74.27,59.0,148.0,1.0,13696.61,Credit,Memphis,Online,Doctor,False,0
876.57,62.0,118.0,1.0,3743.6300000000006,Credit,Portland,ATM,Retired,False,2
615.58,42.0,133.0,1.0,14343.0,Debit,Jacksonville,ATM,Doctor,False,0
643.03,36.0,52.00000000000001,1.0,2882.16,Credit,Jacksonville,Online,Engineer,False,0
7.950000000000001,79.0,65.0,1.0,5631.2,Debit,Phoenix,ATM,Retired,False,2
270.92,77.0,143.0,1.0,4574.43,Credit,Louisville,Branch,Retired,False,2
499.47999999999996,24.0,133.0,1.0,1242.62,Debit,Charlotte,ATM,Student,False,1
841.5,25.0,287.0,1.0,352.31,Credit,Atlanta,Branch,Student,False,1
138.82,77.0,53.00000000000001,1.0,3100.22,Debit,Fort Worth,Online,Retired,False,2
231.46,60.0,83.0,1.0,4707.24,Credit,Miami,Branch,Engineer,False,0
292.08,72.0,32.0,1.0,7950.48,Debit,Columbus,ATM,Retired,False,2
63.98,54.0,258.0,1.0,7954.12,Debit,Baltimore,Online,Doctor,False,0
235.21,67.0,74.0,1.0,5946.61,Debit,Boston,Branch,Doctor,False,0
201.73,57.0,78.0,1.0,6650.71,Debit,Baltimore,Online,Engineer,False,0
161.31,28.0,13.0,1.0,1268.67,Debit,Nashville,ATM,Student,False,1
18.41,53.0,168.00000000000003,1.0,8287.54,Debit,Atlanta,Branch,Doctor,False,0
471.75,34.0,41.0,1.0,12948.5,Credit,San Jose,Branch,Doctor,False,0
290.02,55.0,246.0,1.0,4746.71,Debit,Milwaukee,Branch,Engineer,False,0
48.05,27.0,37.99999999999999,1.0,5334.97,Debit,New York,Branch,Engineer,False,0
359.42,55.0,30.0,1.0,1765.45,Debit,Baltimore,Branch,Doctor,False,0
32.91,19.0,255.0,1.0,427.3,Debit,Fort Worth,Online,Student,False,1
3.8000000000000003,67.0,140.0,1.0,6285.39,Debit,Denver,Branch,Retired,False,2
31.81,51.0,149.0,1.0,1406.6,Debit,Fort Worth,Online,Retired,False,2
220.2,28.0,102.0,1.0,1075.15,Debit,Boston,Online,Student,False,1
476.03,77.0,99.0,1.0,5958.34,Credit,Houston,Branch,Retired,False,2
141.91,23.0,49.0,1.0,791.9699999999999,Debit,Miami,Branch,Student,False,1
95.83,27.0,91.0,1.0,1726.4,Debit,Washington,Online,Student,False,1
51.15,46.0,199.0,1.0,8992.25,Credit,Los Angeles,Branch,Engineer,False,0
1192.2,60.0,103.0,5.0,7816.410000000001,Credit,Jacksonville,Branch,Retired,False,2
50.75,62.0,185.0,1.0,8271.47,Debit,Boston,ATM,Doctor,False,0
185.07,22.0,159.0,1.0,636.42,Debit,Colorado Springs,Branch,Student,False,1
293.54,40.0,45.0,1.0,2290.1,Debit,Sacramento,Online,Engineer,False,0
23.38,32.0,89.0,1.0,9968.49,Debit,Memphis,Branch,Engineer,False,0
285.26,28.0,93.0,1.0,167.72,Debit,Atlanta,ATM,Student,False,1
129.48,31.0,179.0,1.0,7581.7,Debit,Seattle,ATM,Engineer,False,0
743.03,50.0,174.0,1.0,4111.38,Debit,New York,ATM,Engineer,False,0
297.86,28.0,96.0,1.0,1680.14,Credit,Milwaukee,ATM,Student,False,1
231.92,66.0,12.0,1.0,5715.08,Debit,Indianapolis,ATM,Doctor,False,0
295.82,47.0,45.99999999999999,1.0,5897.73,Credit,Chicago,Branch,Engineer,False,0
302.86,55.0,275.0,1.0,5239.24,Debit,Los Angeles,Online,Doctor,False,0
81.08,58.0,56.0,1.0,7788.910000000001,Debit,Omaha,ATM,Engineer,False,0
775.6,79.0,158.0,1.0,3898.6400000000003,Credit,Mesa,Branch,Retired,False,2
178.43,26.0,136.0,1.0,1214.93,Debit,Baltimore,Branch,Student,False,1
211.91,20.0,181.0,1.0,927.4699999999999,Debit,Indianapolis,Online,Student,False,1
17.21,23.0,219.0,1.0,914.16,Debit,Omaha,Online,Student,False,1
124.22,23.0,172.0,1.0,9695.04,Debit,Charlotte,ATM,Student,False,1
38.37,63.0,135.0,1.0,8647.04,Debit,San Antonio,ATM,Doctor,False,0
269.79,52.0,17.0,1.0,1292.1,Debit,San Jose,ATM,Engineer,False,0
605.42,21.0,33.0,1.0,392.34,Debit,Mesa,ATM,Student,False,1
11.19,60.0,40.0,1.0,9877.17,Debit,Austin,ATM,Engineer,False,0
29.19,58.0,41.0,1.0,12059.85,Credit,Nashville,Branch,Doctor,False,0
701.7,61.0,64.0,1.0,6643.24,Credit,Seattle,Online,Retired,False,2
862.34,57.0,72.0,1.0,9903.48,Debit,Kansas City,Branch,Doctor,False,0
410.97,22.0,45.0,1.0,151.42,Debit,Los Angeles,ATM,Student,False,1
36.97,41.0,79.0,1.0,2850.92,Debit,Virginia Beach,Branch,Engineer,False,0
137.59,30.0,95.0,1.0,10679.67,Debit,Nashville,ATM,Doctor,False,0
168.11,51.0,12.0,1.0,10652.13,Credit,New York,Online,Doctor,False,0
430.98,24.0,93.0,1.0,569.25,Debit,Baltimore,Branch,Student,False,1
13.87,24.0,20.0,1.0,954.83,Debit,Phoenix,Branch,Student,False,1
642.68,76.0,66.0,1.0,1831.2,Debit,Jacksonville,ATM,Retired,False,2
175.07,28.0,169.0,2.0,9274.64,Debit,Las Vegas,Online,Engineer,False,0
302.82,36.0,175.0,1.0,9384.54,Debit,Jacksonville,ATM,Engineer,False,0
1647.74,67.0,52.00000000000001,1.0,1483.84,Debit,Louisville,ATM,Retired,False,2
406.81,66.0,84.00000000000001,1.0,1968.3600000000001,Debit,New York,Online,Retired,False,2
256.3,53.0,172.0,1.0,4203.05,Debit,New York,Online,Retired,False,2
80.96,19.0,97.0,1.0,959.9399999999999,Credit,Jacksonville,Online,Student,False,1
95.78,22.0,26.999999999999996,1.0,271.64,Debit,Atlanta,Online,Student,False,1
379.54,41.0,118.0,1.0,12571.76,Credit,Indianapolis,Branch,Doctor,False,0
903.19,22.0,65.0,1.0,8627.08,Debit,El Paso,Online,Student,False,1
142.19,18.0,26.999999999999996,4.0,524.46,Debit,Houston,Branch,Student,False,1
847.45,28.0,175.0,1.0,422.32,Debit,Jacksonville,Branch,Student,False,1
295.18,66.0,30.999999999999996,1.0,12961.53,Credit,Dallas,Branch,Doctor,False,0
18.46,68.0,213.0,1.0,6381.6,Debit,Charlotte,Branch,Retired,False,2
603.23,28.0,48.0,1.0,117.98000000000002,Debit,Detroit,Branch,Student,False,1
54.5,57.0,147.0,1.0,1715.22,Credit,Philadelphia,Branch,Retired,False,2
414.77,29.0,274.0,1.0,5599.81,Debit,San Francisco,Online,Doctor,False,0
886.19,61.0,69.00000000000001,1.0,7904.240000000001,Debit,Colorado Springs,Branch,Retired,False,2
440.03,49.0,88.0,1.0,1490.44,Debit,San Jose,Online,Engineer,False,0
35.46,56.0,285.0,1.0,1532.72,Debit,Nashville,ATM,Retired,False,2
76.39,18.0,219.0,1.0,5976.0,Debit,Denver,Branch,Student,False,1
595.91,19.0,162.0,1.0,1673.76,Credit,San Antonio,ATM,Student,False,1
6.03,76.0,70.0,1.0,3290.72,Debit,Chicago,Branch,Retired,False,2
249.34,26.0,197.0,1.0,3030.97,Debit,Charlotte,ATM,Engineer,False,0
421.52,20.0,67.0,1.0,369.86,Debit,San Jose,Branch,Student,False,1
189.77,58.0,24.0,1.0,6570.36,Debit,Raleigh,Branch,Engineer,False,0
73.19,76.0,213.0,1.0,2264.98,Debit,Atlanta,Branch,Retired,False,2
188.13,75.0,198.0,1.0,5029.87,Credit,Jacksonville,Online,Retired,False,2
